model,researcher_name,ground_truth_groups,top_1_groups,top_1_scores,top_3_groups,top_3_scores,top_5_groups,top_5_scores
nmf,Hanghang Tong,Artificial Intelligence | Computer Vision | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval | Visualization,Databases,0.977894,Databases | Data Mining | The Web & Information Retrieval,0.977894 | 0.942910 | 0.920043,Databases | Data Mining | The Web & Information Retrieval | Software Engineering | Artificial Intelligence,0.977894 | 0.942910 | 0.920043 | 0.871187 | 0.822024
nmf,Hanspeter Pfister,Artificial Intelligence | Computer Graphics | Computer Vision | Human-Computer Interaction | Machine Learning | Visualization,Computer Vision,0.968333,Computer Vision | Visualization | Human-Computer Interaction,0.968333 | 0.958123 | 0.947887,Computer Vision | Visualization | Human-Computer Interaction | Machine Learning | Artificial Intelligence,0.968333 | 0.958123 | 0.947887 | 0.943212 | 0.940595
nmf,Haoyu Wang 0004,Artificial Intelligence | Data Mining | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Databases,0.975126,Databases | Data Mining | The Web & Information Retrieval,0.975126 | 0.952758 | 0.940843,Databases | Data Mining | The Web & Information Retrieval | Software Engineering | Visualization,0.975126 | 0.952758 | 0.940843 | 0.914290 | 0.857729
nmf,Hehe Fan,Artificial Intelligence | Computer Vision | Machine Learning | The Web & Information Retrieval,Computer Graphics,0.670663,Computer Graphics | Computer Vision | Artificial Intelligence,0.670663 | 0.660542 | 0.587593,Computer Graphics | Computer Vision | Artificial Intelligence | Human-Computer Interaction | Machine Learning,0.670663 | 0.660542 | 0.587593 | 0.587546 | 0.580447
nmf,Helge Rhodin,Computer Graphics | Computer Vision | Machine Learning,Computer Graphics,0.867554,Computer Graphics | Computer Vision | Robotics,0.867554 | 0.738579 | 0.642068,Computer Graphics | Computer Vision | Robotics | Human-Computer Interaction | Machine Learning,0.867554 | 0.738579 | 0.642068 | 0.617162 | 0.608191
nmf,Henghui Ding,Artificial Intelligence | Computer Vision | Machine Learning,Computer Graphics,0.754855,Computer Graphics | Computer Vision | Robotics,0.754855 | 0.710560 | 0.634368,Computer Graphics | Computer Vision | Robotics | Human-Computer Interaction | Machine Learning,0.754855 | 0.710560 | 0.634368 | 0.622077 | 0.607240
nmf,Hilde Kuehne,Computer Vision | Human-Computer Interaction | Machine Learning,Computer Vision,0.729286,Computer Vision | Artificial Intelligence | Machine Learning,0.729286 | 0.691371 | 0.689240,Computer Vision | Artificial Intelligence | Machine Learning | Natural Language Processing | Human-Computer Interaction,0.729286 | 0.691371 | 0.689240 | 0.629134 | 0.623375
nmf,Hoda Eldardiry,Data Mining | Natural Language Processing | The Web & Information Retrieval,Computer Graphics,0.363873,Computer Graphics | Computer Vision | Robotics,0.363873 | 0.344820 | 0.298321,Computer Graphics | Computer Vision | Robotics | Human-Computer Interaction | Artificial Intelligence,0.363873 | 0.344820 | 0.298321 | 0.288352 | 0.281050
nmf,Hongbo Fu 0001,Artificial Intelligence | Computer Graphics | Computer Vision | Human-Computer Interaction | Robotics,Computer Graphics,0.862296,Computer Graphics | Robotics | Computer Vision,0.862296 | 0.614389 | 0.608697,Computer Graphics | Robotics | Computer Vision | Human-Computer Interaction | Machine Learning,0.862296 | 0.614389 | 0.608697 | 0.580101 | 0.471705
nmf,Hongyang Li,Artificial Intelligence | Computer Vision | Machine Learning,Robotics,0.809379,Robotics | Human-Computer Interaction | Visualization,0.809379 | 0.703271 | 0.596663,Robotics | Human-Computer Interaction | Visualization | Artificial Intelligence | Machine Learning,0.809379 | 0.703271 | 0.596663 | 0.566067 | 0.565720
nmf,Hongyu Zhang 0002,Artificial Intelligence | Data Mining | Databases | Machine Learning | Natural Language Processing | Software Engineering | The Web & Information Retrieval,Natural Language Processing,0.956441,Natural Language Processing | Software Engineering | The Web & Information Retrieval,0.956441 | 0.953776 | 0.938986,Natural Language Processing | Software Engineering | The Web & Information Retrieval | Data Mining | Visualization,0.956441 | 0.953776 | 0.938986 | 0.920526 | 0.897503
nmf,Hongzhi Yin,Artificial Intelligence | Computer Vision | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Databases,0.943504,Databases | Data Mining | The Web & Information Retrieval,0.943504 | 0.891628 | 0.864085,Databases | Data Mining | The Web & Information Retrieval | Software Engineering | Artificial Intelligence,0.943504 | 0.891628 | 0.864085 | 0.798115 | 0.756072
nmf,Hua Wei 0001,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | The Web & Information Retrieval,Databases,0.716041,Databases | The Web & Information Retrieval | Data Mining,0.716041 | 0.701408 | 0.679215,Databases | The Web & Information Retrieval | Data Mining | Visualization | Software Engineering,0.716041 | 0.701408 | 0.679215 | 0.672587 | 0.668710
nmf,Huamin Qu,Artificial Intelligence | Computer Vision | Data Mining | Human-Computer Interaction | Machine Learning | Natural Language Processing | Visualization,Natural Language Processing,0.905028,Natural Language Processing | Human-Computer Interaction | Visualization,0.905028 | 0.889767 | 0.870812,Natural Language Processing | Human-Computer Interaction | Visualization | Software Engineering | Artificial Intelligence,0.905028 | 0.889767 | 0.870812 | 0.867068 | 0.850009
nmf,Huan Zhang 0001,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing,Machine Learning,0.855303,Machine Learning | Data Mining | Artificial Intelligence,0.855303 | 0.848621 | 0.846693,Machine Learning | Data Mining | Artificial Intelligence | Databases | The Web & Information Retrieval,0.855303 | 0.848621 | 0.846693 | 0.834829 | 0.794941
nmf,Huiyuan Fu,Artificial Intelligence | Computer Vision,Computer Graphics,0.514901,Computer Graphics | Computer Vision | Human-Computer Interaction,0.514901 | 0.443379 | 0.420644,Computer Graphics | Computer Vision | Human-Computer Interaction | Machine Learning | Artificial Intelligence,0.514901 | 0.443379 | 0.420644 | 0.381453 | 0.377885
nmf,Hyunwoo J. Kim,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing,Computer Vision,0.615379,Computer Vision | Artificial Intelligence | Natural Language Processing,0.615379 | 0.605745 | 0.595927,Computer Vision | Artificial Intelligence | Natural Language Processing | Machine Learning | The Web & Information Retrieval,0.615379 | 0.605745 | 0.595927 | 0.591412 | 0.580096
nmf,Imari Sato,Artificial Intelligence | Computer Graphics | Computer Vision,Computer Graphics,0.934167,Computer Graphics | Computer Vision | Robotics,0.934167 | 0.882457 | 0.827376,Computer Graphics | Computer Vision | Robotics | Human-Computer Interaction | Machine Learning,0.934167 | 0.882457 | 0.827376 | 0.815978 | 0.790456
nmf,Ioannis M. Rekleitis,Robotics,Robotics,0.808546,Robotics | Human-Computer Interaction | Computer Graphics,0.808546 | 0.642434 | 0.572963,Robotics | Human-Computer Interaction | Computer Graphics | Computer Vision | Machine Learning,0.808546 | 0.642434 | 0.572963 | 0.524783 | 0.515105
nmf,Ion Stoica,Artificial Intelligence | Computer Vision | Databases | Machine Learning | Natural Language Processing | Robotics,Natural Language Processing,0.922206,Natural Language Processing | Software Engineering | Visualization,0.922206 | 0.896231 | 0.862477,Natural Language Processing | Software Engineering | Visualization | The Web & Information Retrieval | Human-Computer Interaction,0.922206 | 0.896231 | 0.862477 | 0.846351 | 0.810575
nmf,Irwin King,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | Natural Language Processing | Software Engineering | The Web & Information Retrieval,Databases,0.978416,Databases | The Web & Information Retrieval | Data Mining,0.978416 | 0.958399 | 0.958375,Databases | The Web & Information Retrieval | Data Mining | Software Engineering | Visualization,0.978416 | 0.958399 | 0.958375 | 0.928769 | 0.881583
nmf,Iryna Gurevych,Artificial Intelligence | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Natural Language Processing,0.859669,Natural Language Processing | Software Engineering | The Web & Information Retrieval,0.859669 | 0.831995 | 0.775423,Natural Language Processing | Software Engineering | The Web & Information Retrieval | Visualization | Data Mining,0.859669 | 0.831995 | 0.775423 | 0.767528 | 0.703692
nmf,Ivan Laptev,Computer Vision | Machine Learning | Natural Language Processing | Robotics,Robotics,0.900789,Robotics | Human-Computer Interaction | Computer Graphics,0.900789 | 0.834081 | 0.794280,Robotics | Human-Computer Interaction | Computer Graphics | Computer Vision | Visualization,0.900789 | 0.834081 | 0.794280 | 0.770056 | 0.719997
nmf,Jaakko Lehtinen,Computer Graphics | Computer Vision | Machine Learning,Computer Graphics,0.467567,Computer Graphics | Computer Vision | Robotics,0.467567 | 0.446240 | 0.443545,Computer Graphics | Computer Vision | Robotics | Human-Computer Interaction | Artificial Intelligence,0.467567 | 0.446240 | 0.443545 | 0.388933 | 0.368627
nmf,Jackie Chi Kit Cheung,Artificial Intelligence | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Natural Language Processing,0.984143,Natural Language Processing | Software Engineering | The Web & Information Retrieval,0.984143 | 0.984068 | 0.958385,Natural Language Processing | Software Engineering | The Web & Information Retrieval | Data Mining | Visualization,0.984143 | 0.984068 | 0.958385 | 0.934806 | 0.933430
nmf,Jacob R. Gardner,Artificial Intelligence | Computer Vision | Databases | Machine Learning,Natural Language Processing,0.817729,Natural Language Processing | Machine Learning | Artificial Intelligence,0.817729 | 0.800667 | 0.788073,Natural Language Processing | Machine Learning | Artificial Intelligence | Visualization | Software Engineering,0.817729 | 0.800667 | 0.788073 | 0.777601 | 0.764828
nmf,Jae-sun Seo,Artificial Intelligence | Computer Vision | Machine Learning,Machine Learning,0.727008,Machine Learning | Artificial Intelligence | Computer Vision,0.727008 | 0.723504 | 0.715037,Machine Learning | Artificial Intelligence | Computer Vision | Data Mining | Natural Language Processing,0.727008 | 0.723504 | 0.715037 | 0.712304 | 0.703024
nmf,Jaemin Cho 0001,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing,Human-Computer Interaction,0.888950,Human-Computer Interaction | Natural Language Processing | Visualization,0.888950 | 0.848317 | 0.835885,Human-Computer Interaction | Natural Language Processing | Visualization | Computer Vision | Artificial Intelligence,0.888950 | 0.848317 | 0.835885 | 0.834081 | 0.809785
nmf,Jaesik Park,Artificial Intelligence | Computer Graphics | Computer Vision | Machine Learning | Natural Language Processing | Robotics,Computer Graphics,0.919647,Computer Graphics | Computer Vision | Robotics,0.919647 | 0.734076 | 0.681637,Computer Graphics | Computer Vision | Robotics | Human-Computer Interaction | Machine Learning,0.919647 | 0.734076 | 0.681637 | 0.648855 | 0.624896
nmf,Jaeyeon Lee 0002,Human-Computer Interaction,Robotics,0.838285,Robotics | Human-Computer Interaction | Visualization,0.838285 | 0.756290 | 0.657315,Robotics | Human-Computer Interaction | Visualization | Artificial Intelligence | Machine Learning,0.838285 | 0.756290 | 0.657315 | 0.623821 | 0.620753
nmf,James A. Landay,Human-Computer Interaction | Natural Language Processing,Natural Language Processing,0.898660,Natural Language Processing | Software Engineering | Visualization,0.898660 | 0.872186 | 0.840665,Natural Language Processing | Software Engineering | Visualization | The Web & Information Retrieval | Human-Computer Interaction,0.898660 | 0.872186 | 0.840665 | 0.818976 | 0.808252
nmf,James A. Preiss,Machine Learning | Robotics,Machine Learning,0.308553,Machine Learning | Artificial Intelligence | Robotics,0.308553 | 0.276347 | 0.227226,Machine Learning | Artificial Intelligence | Robotics | Data Mining | Visualization,0.308553 | 0.276347 | 0.227226 | 0.225070 | 0.219789
nmf,James T. Kwok,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Software Engineering,0.917505,Software Engineering | The Web & Information Retrieval | Natural Language Processing,0.917505 | 0.902846 | 0.901816,Software Engineering | The Web & Information Retrieval | Natural Language Processing | Data Mining | Visualization,0.917505 | 0.902846 | 0.901816 | 0.859654 | 0.857882
nmf,James Wang,Computer Vision | Natural Language Processing,Machine Learning,0.760138,Machine Learning | Artificial Intelligence | Data Mining,0.760138 | 0.753007 | 0.750287,Machine Learning | Artificial Intelligence | Data Mining | Computer Vision | Databases,0.760138 | 0.753007 | 0.750287 | 0.742912 | 0.736334
nmf,Jan O. Borchers,Human-Computer Interaction,Robotics,0.781662,Robotics | Human-Computer Interaction | Computer Graphics,0.781662 | 0.668312 | 0.552772,Robotics | Human-Computer Interaction | Computer Graphics | Visualization | Computer Vision,0.781662 | 0.668312 | 0.552772 | 0.541367 | 0.511964
nmf,Jason J. Ford,Robotics,Computer Vision,0.941169,Computer Vision | Machine Learning | Artificial Intelligence,0.941169 | 0.938150 | 0.937916,Computer Vision | Machine Learning | Artificial Intelligence | Human-Computer Interaction | Robotics,0.941169 | 0.938150 | 0.937916 | 0.911951 | 0.898127
nmf,Jasper C. H. Lee,Artificial Intelligence | Machine Learning,Machine Learning,0.449328,Machine Learning | Artificial Intelligence | Data Mining,0.449328 | 0.415126 | 0.360748,Machine Learning | Artificial Intelligence | Data Mining | Visualization | Robotics,0.449328 | 0.415126 | 0.360748 | 0.349895 | 0.339549
nmf,Jay-Yoon Lee,Artificial Intelligence | Machine Learning | Natural Language Processing,Natural Language Processing,0.905137,Natural Language Processing | Software Engineering | Artificial Intelligence,0.905137 | 0.881351 | 0.871096,Natural Language Processing | Software Engineering | Artificial Intelligence | Machine Learning | Data Mining,0.905137 | 0.881351 | 0.871096 | 0.866176 | 0.857683
nmf,Jean Ponce,Computer Graphics | Computer Vision | Machine Learning | Robotics,Computer Graphics,0.843668,Computer Graphics | Robotics | Computer Vision,0.843668 | 0.704013 | 0.681122,Computer Graphics | Robotics | Computer Vision | Human-Computer Interaction | Machine Learning,0.843668 | 0.704013 | 0.681122 | 0.605825 | 0.592481
nmf,Jian Kang 0008,Data Mining | Machine Learning | The Web & Information Retrieval | Visualization,Databases,0.744122,Databases | Data Mining | The Web & Information Retrieval,0.744122 | 0.655736 | 0.632657,Databases | Data Mining | The Web & Information Retrieval | Software Engineering | Visualization,0.744122 | 0.655736 | 0.632657 | 0.534898 | 0.482038
nmf,Jian Yang 0001,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Computer Vision,0.869308,Computer Vision | Artificial Intelligence | Machine Learning,0.869308 | 0.839410 | 0.836104,Computer Vision | Artificial Intelligence | Machine Learning | Human-Computer Interaction | Natural Language Processing,0.869308 | 0.839410 | 0.836104 | 0.773780 | 0.772949
nmf,Jiannan Wang 0001,Data Mining | Databases,Databases,0.846167,Databases | The Web & Information Retrieval | Data Mining,0.846167 | 0.817547 | 0.804753,Databases | The Web & Information Retrieval | Data Mining | Software Engineering | Visualization,0.846167 | 0.817547 | 0.804753 | 0.764735 | 0.730336
nmf,Jianwei Huang 0001,Artificial Intelligence,Databases,0.779589,Databases | Data Mining | Machine Learning,0.779589 | 0.772490 | 0.759783,Databases | Data Mining | Machine Learning | Artificial Intelligence | The Web & Information Retrieval,0.779589 | 0.772490 | 0.759783 | 0.748656 | 0.730669
nmf,Jiatao Gu,Artificial Intelligence | Computer Graphics | Computer Vision | Machine Learning | Natural Language Processing,Computer Graphics,0.788601,Computer Graphics | Computer Vision | Human-Computer Interaction,0.788601 | 0.594540 | 0.546383,Computer Graphics | Computer Vision | Human-Computer Interaction | Robotics | Machine Learning,0.788601 | 0.594540 | 0.546383 | 0.527503 | 0.504864
nmf,Jiaxin Mao,Artificial Intelligence | Data Mining | Natural Language Processing | The Web & Information Retrieval,Natural Language Processing,0.969674,Natural Language Processing | Software Engineering | The Web & Information Retrieval,0.969674 | 0.968652 | 0.935865,Natural Language Processing | Software Engineering | The Web & Information Retrieval | Visualization | Data Mining,0.969674 | 0.968652 | 0.935865 | 0.924868 | 0.912778
nmf,Jiayuan Mao,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | Robotics,Robotics,0.827924,Robotics | Human-Computer Interaction | Visualization,0.827924 | 0.723100 | 0.613574,Robotics | Human-Computer Interaction | Visualization | Artificial Intelligence | Machine Learning,0.827924 | 0.723100 | 0.613574 | 0.587156 | 0.587093
nmf,Jie Li,Artificial Intelligence | Computer Graphics | Computer Vision | Machine Learning | Robotics | The Web & Information Retrieval,Robotics,0.871336,Robotics | Computer Vision | Machine Learning,0.871336 | 0.843876 | 0.819961,Robotics | Computer Vision | Machine Learning | Artificial Intelligence | Human-Computer Interaction,0.871336 | 0.843876 | 0.819961 | 0.813789 | 0.806642
nmf,Jie Shao 0001,Artificial Intelligence | Computer Vision | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Robotics,0.696875,Robotics | Human-Computer Interaction | Visualization,0.696875 | 0.590298 | 0.492204,Robotics | Human-Computer Interaction | Visualization | Artificial Intelligence | Machine Learning,0.696875 | 0.590298 | 0.492204 | 0.476296 | 0.476006
nmf,Jiliang Tang,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Databases,0.891556,Databases | The Web & Information Retrieval | Data Mining,0.891556 | 0.866391 | 0.854255,Databases | The Web & Information Retrieval | Data Mining | Software Engineering | Natural Language Processing,0.891556 | 0.866391 | 0.854255 | 0.828070 | 0.752772
nmf,Jing Tang 0004,Artificial Intelligence | Computer Vision | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval,The Web & Information Retrieval,0.753914,The Web & Information Retrieval | Data Mining | Databases,0.753914 | 0.722773 | 0.718485,The Web & Information Retrieval | Data Mining | Databases | Software Engineering | Natural Language Processing,0.753914 | 0.722773 | 0.718485 | 0.713379 | 0.709438
nmf,Jing Zhang 0052,Artificial Intelligence | Computer Vision | Machine Learning,Computer Graphics,0.894929,Computer Graphics | Computer Vision | Machine Learning,0.894929 | 0.891219 | 0.812387,Computer Graphics | Computer Vision | Machine Learning | Artificial Intelligence | Human-Computer Interaction,0.894929 | 0.891219 | 0.812387 | 0.795608 | 0.769733
nmf,Jingjing Li 0001,Artificial Intelligence | Computer Vision | Machine Learning | The Web & Information Retrieval,Machine Learning,0.748519,Machine Learning | Artificial Intelligence | Computer Vision,0.748519 | 0.741264 | 0.734449,Machine Learning | Artificial Intelligence | Computer Vision | Data Mining | Natural Language Processing,0.748519 | 0.741264 | 0.734449 | 0.720086 | 0.700298
nmf,Jingyong Su,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning,Computer Graphics,0.757104,Computer Graphics | Human-Computer Interaction | Computer Vision,0.757104 | 0.676550 | 0.673993,Computer Graphics | Human-Computer Interaction | Computer Vision | Robotics | Machine Learning,0.757104 | 0.676550 | 0.673993 | 0.666845 | 0.609917
nmf,Jinhang Zuo,Artificial Intelligence | Machine Learning,Machine Learning,0.435850,Machine Learning | Artificial Intelligence | Data Mining,0.435850 | 0.410324 | 0.384316,Machine Learning | Artificial Intelligence | Data Mining | Databases | The Web & Information Retrieval,0.435850 | 0.410324 | 0.384316 | 0.369904 | 0.369457
nmf,Jinjian Wu,Artificial Intelligence | Computer Vision | Machine Learning,Computer Graphics,0.625171,Computer Graphics | Computer Vision | Human-Computer Interaction,0.625171 | 0.585160 | 0.574576,Computer Graphics | Computer Vision | Human-Computer Interaction | Robotics | Machine Learning,0.625171 | 0.585160 | 0.574576 | 0.562923 | 0.507827
nmf,Jisoo Mok,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing,Natural Language Processing,0.850116,Natural Language Processing | Artificial Intelligence | Machine Learning,0.850116 | 0.840739 | 0.840291,Natural Language Processing | Artificial Intelligence | Machine Learning | Software Engineering | Data Mining,0.850116 | 0.840739 | 0.840291 | 0.839678 | 0.824529
nmf,Jitendra Malik,Computer Graphics | Computer Vision | Machine Learning | Natural Language Processing | Robotics,Robotics,0.923551,Robotics | Human-Computer Interaction | Computer Graphics,0.923551 | 0.799954 | 0.718499,Robotics | Human-Computer Interaction | Computer Graphics | Computer Vision | Machine Learning,0.923551 | 0.799954 | 0.718499 | 0.718126 | 0.670911
nmf,Jiuyong Li,Artificial Intelligence | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Data Mining,0.885973,Data Mining | Databases | The Web & Information Retrieval,0.885973 | 0.882471 | 0.845034,Data Mining | Databases | The Web & Information Retrieval | Artificial Intelligence | Machine Learning,0.885973 | 0.882471 | 0.845034 | 0.837121 | 0.832180
nmf,Jocelyn Dunstan,Machine Learning,Natural Language Processing,0.758165,Natural Language Processing | Software Engineering | The Web & Information Retrieval,0.758165 | 0.727442 | 0.661042,Natural Language Processing | Software Engineering | The Web & Information Retrieval | Visualization | Human-Computer Interaction,0.758165 | 0.727442 | 0.661042 | 0.652786 | 0.580510
nmf,Joel H. Saltz,Computer Vision | Databases,Computer Vision,0.721449,Computer Vision | Machine Learning | Artificial Intelligence,0.721449 | 0.673895 | 0.665322,Computer Vision | Machine Learning | Artificial Intelligence | Computer Graphics | Human-Computer Interaction,0.721449 | 0.673895 | 0.665322 | 0.651832 | 0.629084
nmf,John C. S. Lui,Artificial Intelligence | Data Mining | Databases | Machine Learning | The Web & Information Retrieval,Machine Learning,0.543249,Machine Learning | Artificial Intelligence | Data Mining,0.543249 | 0.524248 | 0.518441,Machine Learning | Artificial Intelligence | Data Mining | Databases | The Web & Information Retrieval,0.543249 | 0.524248 | 0.518441 | 0.512349 | 0.504075
nmf,John V. Guttag,Artificial Intelligence | Computer Graphics | Computer Vision | Data Mining | Human-Computer Interaction | Machine Learning,Computer Graphics,0.799712,Computer Graphics | Computer Vision | Robotics,0.799712 | 0.796988 | 0.721415,Computer Graphics | Computer Vision | Robotics | Machine Learning | Human-Computer Interaction,0.799712 | 0.796988 | 0.721415 | 0.702236 | 0.696396
nmf,Jonathan Berant,Artificial Intelligence | Machine Learning | Natural Language Processing,Natural Language Processing,0.952032,Natural Language Processing | Software Engineering | Visualization,0.952032 | 0.916240 | 0.873861,Natural Language Processing | Software Engineering | Visualization | The Web & Information Retrieval | Artificial Intelligence,0.952032 | 0.916240 | 0.873861 | 0.872801 | 0.857743
nmf,Jonathan K. Kummerfeld,Human-Computer Interaction | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Natural Language Processing,0.843015,Natural Language Processing | Software Engineering | Visualization,0.843015 | 0.812033 | 0.785830,Natural Language Processing | Software Engineering | Visualization | The Web & Information Retrieval | Human-Computer Interaction,0.843015 | 0.812033 | 0.785830 | 0.773390 | 0.739734
nmf,Jongheon Jeong,Artificial Intelligence | Computer Vision | Machine Learning,Computer Vision,0.625823,Computer Vision | Human-Computer Interaction | Machine Learning,0.625823 | 0.601545 | 0.600187,Computer Vision | Human-Computer Interaction | Machine Learning | Artificial Intelligence | Computer Graphics,0.625823 | 0.601545 | 0.600187 | 0.595147 | 0.582591
nmf,Joseph Jay Williams,Artificial Intelligence,Natural Language Processing,0.764074,Natural Language Processing | Software Engineering | Visualization,0.764074 | 0.731534 | 0.698677,Natural Language Processing | Software Engineering | Visualization | Human-Computer Interaction | The Web & Information Retrieval,0.764074 | 0.731534 | 0.698677 | 0.687706 | 0.656211
nmf,José Camacho-Collados,Artificial Intelligence | Machine Learning | Natural Language Processing,Natural Language Processing,0.913077,Natural Language Processing | Software Engineering | The Web & Information Retrieval,0.913077 | 0.896880 | 0.843412,Natural Language Processing | Software Engineering | The Web & Information Retrieval | Visualization | Data Mining,0.913077 | 0.896880 | 0.843412 | 0.827514 | 0.791464
nmf,Judy Hoffman,Computer Vision | Machine Learning | Robotics,Natural Language Processing,0.949591,Natural Language Processing | Software Engineering | Visualization,0.949591 | 0.927824 | 0.913230,Natural Language Processing | Software Engineering | Visualization | Artificial Intelligence | Machine Learning,0.949591 | 0.927824 | 0.913230 | 0.895003 | 0.890359
nmf,Juho Kannala,Artificial Intelligence | Computer Vision | Machine Learning | Robotics,Computer Vision,0.799045,Computer Vision | Machine Learning | Artificial Intelligence,0.799045 | 0.772405 | 0.763699,Computer Vision | Machine Learning | Artificial Intelligence | Data Mining | Visualization,0.799045 | 0.772405 | 0.763699 | 0.712927 | 0.708694
nmf,Julie A. Shah,Artificial Intelligence | Human-Computer Interaction | Machine Learning | Natural Language Processing | Robotics | The Web & Information Retrieval,Robotics,0.895997,Robotics | Human-Computer Interaction | Visualization,0.895997 | 0.858281 | 0.789916,Robotics | Human-Computer Interaction | Visualization | Artificial Intelligence | Machine Learning,0.895997 | 0.858281 | 0.789916 | 0.762831 | 0.762305
nmf,Jun Zhu 0001,Artificial Intelligence | Computer Vision | Data Mining | Databases | Machine Learning | Natural Language Processing | The Web & Information Retrieval | Visualization,Machine Learning,0.877217,Machine Learning | Artificial Intelligence | Computer Vision,0.877217 | 0.858784 | 0.829316,Machine Learning | Artificial Intelligence | Computer Vision | Data Mining | Visualization,0.877217 | 0.858784 | 0.829316 | 0.808510 | 0.787175
nmf,Juncheng Li 0006,Artificial Intelligence | Computer Vision | Machine Learning | Natural Language Processing | The Web & Information Retrieval,Natural Language Processing,0.893275,Natural Language Processing | Software Engineering | Visualization,0.893275 | 0.873903 | 0.850396,Natural Language Processing | Software Engineering | Visualization | The Web & Information Retrieval | Human-Computer Interaction,0.893275 | 0.873903 | 0.850396 | 0.840196 | 0.819839
nmf,Jungdam Won,Computer Graphics | Computer Vision,Robotics,0.773705,Robotics | Human-Computer Interaction | Computer Graphics,0.773705 | 0.635543 | 0.520278,Robotics | Human-Computer Interaction | Computer Graphics | Computer Vision | Machine Learning,0.773705 | 0.635543 | 0.520278 | 0.517844 | 0.465581
nmf,Kai Zhang 0008,Artificial Intelligence | Computer Vision | Machine Learning | Robotics,Computer Vision,0.728246,Computer Vision | Machine Learning | Artificial Intelligence,0.728246 | 0.685357 | 0.678733,Computer Vision | Machine Learning | Artificial Intelligence | Human-Computer Interaction | Computer Graphics,0.728246 | 0.685357 | 0.678733 | 0.650291 | 0.633747
nmf,Kaiqi Zhao 0001,Artificial Intelligence | Data Mining | Databases | The Web & Information Retrieval,Databases,0.839178,Databases | Data Mining | Artificial Intelligence,0.839178 | 0.829745 | 0.776086,Databases | Data Mining | Artificial Intelligence | Machine Learning | The Web & Information Retrieval,0.839178 | 0.829745 | 0.776086 | 0.772290 | 0.771643
nmf,Kan Ren,Artificial Intelligence | Computer Vision | Data Mining | Machine Learning | Natural Language Processing | The Web & Information Retrieval | Visualization,Computer Vision,0.773620,Computer Vision | Machine Learning | Artificial Intelligence,0.773620 | 0.761457 | 0.757242,Computer Vision | Machine Learning | Artificial Intelligence | Data Mining | Databases,0.773620 | 0.761457 | 0.757242 | 0.742324 | 0.721111
nmf,Kannan Ramchandran,Data Mining | Machine Learning,Machine Learning,0.828365,Machine Learning | Artificial Intelligence | Computer Vision,0.828365 | 0.811875 | 0.758282,Machine Learning | Artificial Intelligence | Computer Vision | Data Mining | Natural Language Processing,0.828365 | 0.811875 | 0.758282 | 0.756404 | 0.755268
nmf,Karl Tuyls,Artificial Intelligence | Machine Learning | Robotics,Machine Learning,0.801066,Machine Learning | Artificial Intelligence | Robotics,0.801066 | 0.779441 | 0.718040,Machine Learning | Artificial Intelligence | Robotics | Visualization | Computer Vision,0.801066 | 0.779441 | 0.718040 | 0.716961 | 0.709764
nmf,Katerina Fragkiadaki,Artificial Intelligence | Computer Vision | Machine Learning | Robotics,Computer Graphics,0.853624,Computer Graphics | Computer Vision | Machine Learning,0.853624 | 0.810509 | 0.721370,Computer Graphics | Computer Vision | Machine Learning | Artificial Intelligence | Robotics,0.853624 | 0.810509 | 0.721370 | 0.704339 | 0.703535
nmf,Katrina Ligett,Machine Learning | The Web & Information Retrieval,Robotics,0.714914,Robotics | Machine Learning | Human-Computer Interaction,0.714914 | 0.696937 | 0.694452,Robotics | Machine Learning | Human-Computer Interaction | Artificial Intelligence | Visualization,0.714914 | 0.696937 | 0.694452 | 0.681451 | 0.676731
nmf,Ke Yi 0001,Data Mining | Databases | Human-Computer Interaction | Machine Learning,Databases,0.806983,Databases | Data Mining | Machine Learning,0.806983 | 0.799496 | 0.753701,Databases | Data Mining | Machine Learning | Artificial Intelligence | The Web & Information Retrieval,0.806983 | 0.799496 | 0.753701 | 0.752499 | 0.734720
